2.010000000000000120e-01 -4.797745571092049688e-01 -8.539967470594480581e-01 -9.163057376460393977e-01 -4.236034173510158651e-01 -7.685354782265659823e-01 -8.176096679185514970e-01
2.110000000000000209e-01 -4.671850894791594877e-01 -8.279838901577232235e-01 -8.861296666050912929e-01 -4.120736420658313581e-01 -7.438305317250939463e-01 -7.888751581537866153e-01
2.210000000000000020e-01 -4.551126326207870498e-01 -8.031210315561764235e-01 -8.574719201293621307e-01 -4.010592371133009371e-01 -7.202860299256587107e-01 -7.616733903009335060e-01
2.310000000000000109e-01 -4.435131529266161943e-01 -7.793190831190864865e-01 -8.301997982024355016e-01 -3.905144953292654098e-01 -6.978105430982656232e-01 -7.358690560113884116e-01
2.410000000000000198e-01 -4.323478198447627818e-01 -7.564987381770104102e-01 -8.041969554560632893e-01 -3.803991261171845717e-01 -6.763226417713246175e-01 -7.113434299267601402e-01
2.510000000000000009e-01 -4.215830236793315366e-01 -7.345890513571752267e-01 -7.793607720185484755e-01 -3.706782514784260907e-01 -6.557494600084506908e-01 -6.879917245585794872e-01
2.610000000000000098e-01 -4.111882124420349616e-01 -7.135262467732803593e-01 -7.556002395486004497e-01 -3.613202230361459155e-01 -6.360254879333563371e-01 -6.657209610512899722e-01
2.710000000000000187e-01 -4.011363914138015296e-01 -6.932527627699547335e-01 -7.328342455544146761e-01 -3.522971036000724365e-01 -6.170916017066594428e-01 -6.444482389600981742e-01
2.810000000000000275e-01 -3.914034141477472084e-01 -6.737164780070343806e-01 -7.109901688395992014e-01 -3.435839418205408058e-01 -5.988942757273082451e-01 -6.240993179058125229e-01
2.910000000000000364e-01 -3.819674492162964952e-01 -6.548700144765648989e-01 -6.900027203442579138e-01 -3.351582241352389357e-01 -5.813848726415266066e-01 -6.046074453820780015e-01
3.010000000000000453e-01 -3.728087804820147122e-01 -6.366701562544455628e-01 -6.698129792655841408e-01 -3.269996616458707983e-01 -5.645190499448470289e-01 -5.859123806034303161e-01
3.109999999999999987e-01 -3.639095287891041530e-01 -6.190773821563655410e-01 -6.503675858865812787e-01 -3.190898997088201239e-01 -5.482562813134299606e-01 -5.679595758139837081e-01
