2.010000000000000120e-01 1.652418789567257740e+00 1.779526818327288096e+00 1.801847604498759026e+00 1.884523500112587735e+00 2.125143835662348657e+00 2.198660444543910852e+00 2.020814177546264023e+00 2.248218973206501214e+00 2.283070987366959237e+00
2.110000000000000209e-01 1.587045377211863562e+00 1.711343813616629683e+00 1.733275895271545020e+00 1.812233609087116726e+00 2.048495617647044131e+00 2.120831416480501108e+00 1.945245652906060663e+00 2.169324791567665667e+00 2.203766580790690544e+00
2.210000000000000020e-01 1.525457295911665900e+00 1.647006840118255599e+00 1.668554118531919706e+00 1.743976073064594345e+00 1.975906399266177171e+00 2.047060563683910761e+00 1.873771217927579835e+00 2.094499230274432300e+00 2.128523372035259431e+00
2.310000000000000109e-01 1.467305750035249989e+00 1.586165625197281326e+00 1.607332011094050994e+00 1.679389156975008568e+00 1.907018365439849150e+00 1.976991460434161629e+00 1.806029756951431420e+00 2.023386860858172209e+00 2.056986659865930989e+00
2.410000000000000198e-01 1.412286274052841240e+00 1.528514186320338863e+00 1.549303590470806347e+00 1.618156335637857435e+00 1.841518284754449342e+00 1.910312103654381533e+00 1.741704973071140916e+00 1.955676508416065218e+00 1.988845947819137150e+00
2.510000000000000009e-01 1.360131562155513230e+00 1.473783671994228328e+00 1.494199996668436947e+00 1.559999042897487698e+00 1.779130334689524418e+00 1.846747754508320183e+00 1.680518204468934407e+00 1.891094113969296275e+00 1.923827808827758057e+00
2.610000000000000098e-01 1.310605695570815188e+00 1.421736599387980249e+00 1.441783730642837602e+00 1.504670828919443926e+00 1.719610325922456440e+00 1.786055177353234713e+00 1.622222638392216032e+00 1.829396991688122531e+00 1.861690144754753806e+00
2.710000000000000187e-01 1.263499452033008064e+00 1.372162173098412596e+00 1.391843973864019368e+00 1.451952608288507029e+00 1.662741009584585150e+00 1.728017960138666709e+00 1.566598607168654400e+00 1.770369165412379209e+00 1.802217525230884076e+00
2.810000000000000275e-01 1.218626462039035241e+00 1.324872449710222000e+00 1.344192753641975990e+00 1.401648762094803047e+00 1.608328231669681196e+00 1.672442680641875290e+00 1.513449730867350462e+00 1.713817549126023021e+00 1.745217370439525961e+00
2.910000000000000364e-01 1.175820034231068512e+00 1.279699170525596452e+00 1.298661776574595805e+00 1.353583915192992704e+00 1.556197756626330309e+00 1.619155740712293401e+00 1.462599728950857658e+00 1.659568793800116460e+00 1.690516800232762851e+00
3.010000000000000453e-01 1.134930514331911056e+00 1.236491126934714080e+00 1.255099794597081875e+00 1.307600252130180829e+00 1.506192624345776387e+00 1.568000732874569536e+00 1.413889765368389506e+00 1.607466665140219186e+00 1.637960014108749807e+00
3.109999999999999987e-01 1.095823073122213831e+00 1.195111953969060448e+00 1.213370399164993563e+00 1.263555266477633499e+00 1.458170935892667330e+00 1.518836234738104363e+00 1.367176222617095593e+00 1.557369847863803392e+00 1.587406097654029624e+00
3.210000000000000075e-01 1.058375842132138311e+00 1.155438270768381459e+00 1.173350162306941780e+00 1.221319861624525327e+00 1.412003986565954383e+00 1.471533949900223348e+00 1.322328823490624972e+00 1.509150095335925812e+00 1.538727174273924136e+00
3.310000000000000164e-01 1.022478333203285406e+00 1.117358104178360678e+00 1.134927060758397444e+00 1.180776738685468841e+00 1.367574682402956432e+00 1.425977131532463860e+00 1.279229036721978963e+00 1.462690660886706073e+00 1.491806838520384648e+00
3.410000000000000253e-01 9.880300913887180014e-01 1.080769545009283128e+00 1.097999132715782977e+00 1.141819020573651144e+00 1.324776189583084074e+00 1.382059238187321348e+00 1.237768716041072192e+00 1.417884960452521437e+00 1.446538820661144253e+00
3.509999999999999787e-01 9.549395408866760970e-01 1.045579596713469339e+00 1.062473326961968167e+00 1.104349071589416420e+00 1.283510776438392398e+00 1.339682781589397464e+00 1.197848932394188326e+00 1.374635426412220696e+00 1.402825842349377794e+00
3.609999999999999876e-01 9.231229916283193448e-01 1.011703184162449976e+00 1.028264512050640178e+00 1.068277479855304302e+00 1.243688815718711815e+00 1.298758334121562941e+00 1.159378966994476956e+00 1.332852520412200148e+00 1.360578631190048959e+00
3.709999999999999964e-01 8.925037803290373217e-01 9.790622963918366173e-01 9.952946194199928653e-01 1.033522176163387041e+00 1.205227920958993337e+00 1.259203669906598044e+00 1.122275439057911051e+00 1.292453879158396601e+00 1.319715068180543183e+00
3.810000000000000053e-01 8.630115246828543585e-01 9.475852420487719252e-01 9.634918991684660039e-01 1.000007667707473846e+00 1.168052195672788063e+00 1.220943018251186452e+00 1.086461546944354373e+00 1.253363572015956384e+00 1.280159446862239481e+00
3.910000000000000142e-01 8.345814732385608004e-01 9.172060001325289536e-01 9.327902710929003582e-01 9.676643690620481131e-01 1.132091577958105999e+00 1.183906412088921778e+00 1.051866405277368743e+00 1.215511453107613216e+00 1.241841826882788880e+00
4.010000000000000231e-01 8.071539365747004702e-01 8.878636516937539191e-01 9.031287566485649565e-01 9.364280158727292802e-01 1.097281266181309833e+00 1.148029117118544384e+00 1.018424463689622472e+00 1.178832593670618767e+00 1.204697467722602111e+00
4.110000000000000320e-01 7.806737878619008919e-01 8.595018806252143762e-01 8.744509799730497690e-01 9.062391492147672256e-01 1.063561213875003908e+00 1.113251129815574059e+00 9.860749953068609353e-01 1.143266782892846445e+00 1.168666330815577137e+00
4.210000000000000409e-01 7.550900228969669170e-01 8.320685336693036671e-01 8.467047280993134084e-01 8.770426605886229021e-01 1.030875683979901369e+00 1.079516734477290241e+00 9.547616450743418026e-01 1.108758087434254413e+00 1.133692640271130481e+00
4.310000000000000497e-01 7.303553713142570958e-01 8.055152313845995726e-01 8.198415621000774145e-01 8.487873891568558093e-01 9.991728541785479534e-01 1.046774111075930325e+00 9.244320296460386555e-01 1.075254461450112053e+00 1.099724494015053011e+00
4.410000000000000031e-01 7.064259520037733386e-01 7.797970231343510639e-01 7.938164722336983337e-01 8.214257641620459349e-01 9.684044663894819660e-01 1.014974987020459407e+00 8.950373818764533196e-01 1.042707400246270399e+00 1.066713518488261681e+00
4.510000000000000120e-01 6.832609668521320012e-01 7.548720802428038334e-01 7.685875712360452638e-01 7.949134865621603208e-01 9.385255145731604687e-01 9.840743269991090170e-01 8.665322340377503707e-01 1.011071631773261315e+00 1.034614561110671849e+00
4.610000000000000209e-01 6.608224278190600876e-01 7.307014223587720014e-01 7.441158207990453688e-01 7.692092448246240499e-01 9.094939658938887561e-01 9.540300559683052573e-01 8.388741347778697621e-01 9.803048410533509172e-01 1.003385415607533249e+00
4.710000000000000298e-01 6.390749131051095544e-01 7.072486728056356364e-01 7.203647870218857774e-01 7.442744605706114180e-01 8.812705110209533288e-01 9.248028110962583925e-01 8.120233955752520494e-01 9.503674233686026929e-01 9.729865760352017778e-01
4.810000000000000386e-01 6.179853487848382398e-01 6.844798393129284397e-01 6.973004212239173327e-01 7.200730603857942169e-01 8.538183399673108243e-01 8.963557190699522614e-01 7.859428630617421030e-01 9.212222626485446764e-01 9.433810159410283003e-01
4.909999999999999920e-01 5.975228127969673952e-01 6.623631170392414447e-01 6.748908630398335884e-01 6.965712706365555507e-01 8.271029403777703237e-01 8.686541957033011574e-01 7.605977141001893926e-01 8.928345320055710577e-01 9.145339896185411543e-01
5.010000000000000009e-01 5.776583586172342466e-01 6.408687112281578058e-01 6.531062631305765143e-01 6.737374325694610588e-01 8.010919156097205951e-01 8.416657651947984098e-01 7.359552709355789979e-01 8.651715137935683808e-01 8.864128528273971241e-01
5.110000000000000098e-01 5.583648563056633485e-01 6.199686772027442894e-01 6.319186232272308024e-01 6.515418353420878717e-01 7.757548203123708630e-01 8.153598967646188411e-01 7.119848341029835215e-01 8.382024369248356477e-01 8.589869007271380141e-01
5.210000000000000187e-01 5.396168489296389037e-01 5.996367757119470676e-01 6.113016515126492578e-01 6.299565649465519446e-01 7.510630115175038757e-01 7.897078566866370108e-01 6.886575310839425645e-01 8.118983294843804543e-01 8.322272210573768980e-01
5.310000000000000275e-01 5.213904226270361653e-01 5.798483419034506925e-01 5.912306316222428748e-01 6.089553672533124518e-01 7.269895135151525078e-01 7.646825740057078269e-01 6.659461789648428720e-01 7.862318849384021258e-01 8.061065608702556728e-01
5.410000000000000364e-01 5.036630887977109339e-01 5.605801664199698831e-01 5.716823037622650316e-01 5.885135236297739381e-01 7.035088950094514626e-01 7.402585184458334577e-01 6.438251595740351885e-01 7.611773404531000375e-01 7.805992053347022841e-01
5.510000000000000453e-01 4.864136771030767581e-01 5.418103873061600462e-01 5.526347566301521574e-01 5.686077377823449686e-01 6.805971572394398095e-01 7.164115891995889163e-01 6.222703057654074277e-01 7.367103660273469634e-01 7.556808673154168376e-01
5.609999999999999432e-01 4.696222381177367344e-01 5.235183915763235163e-01 5.340673289897509557e-01 5.492160326371626766e-01 6.582316319121791492e-01 6.931190134562013050e-01 6.012587976798732248e-01 7.128079633033410634e-01 7.313285865952096065e-01
5.709999999999999520e-01 4.532699546183166506e-01 5.056847254332103025e-01 5.159605198941674686e-01 5.303176562182052578e-01 6.363908879351947157e-01 6.703592536643987465e-01 5.807690679573382919e-01 6.894483730572058544e-01 7.075206377469501762e-01
5.809999999999999609e-01 4.373390606165128425e-01 4.882910122492226668e-01 4.982959066650931579e-01 5.118929956051561092e-01 6.150546460559045414e-01 6.481119226412919154e-01 5.607807149933060620e-01 6.666109904906338812e-01 6.842364457754774865e-01
5.909999999999999698e-01 4.218127673487187534e-01 4.713198775258171103e-01 4.810560698471399443e-01 4.939234981607881214e-01 5.942037006199639704e-01 6.263577057473532772e-01 5.412744234398350063e-01 6.442762875474258299e-01 6.614565087576710356e-01
6.009999999999999787e-01 4.066751955260144991e-01 4.547548801376425920e-01 4.642245244441143837e-01 4.763915993104942403e-01 5.738198477508841266e-01 6.050782894351941499e-01 5.222318912419563475e-01 6.224257415679950167e-01 6.391623267957363685e-01
6.109999999999999876e-01 3.919113132277819433e-01 4.385804492468611260e-01 4.477856568209055976e-01 4.592806562378021762e-01 5.538858193321273271e-01 5.842562955559834625e-01 5.036357625804193106e-01 6.010417696725749437e-01 6.173363366740876046e-01
6.209999999999999964e-01 3.775068788914731077e-01 4.227818263418399169e-01 4.317246667303941687e-01 4.425748869301998623e-01 5.343852222414252617e-01 5.638752208824544532e-01 4.854695661611259094e-01 5.801076683313715066e-01 5.959618516846788561e-01
6.310000000000000053e-01 3.634483889116714717e-01 4.073450119144406689e-01 4.160275139727739324e-01 4.262593140716279261e-01 5.153024823470963023e-01 5.439193813550775580e-01 4.677176583524649822e-01 5.596075576390544537e-01 5.750230061326236930e-01
